experiment_accession,run_accession,accession,sample_accession,secondary_sample_accession,instrument_platform,instrument_model,library_name,library_layout,nominal_length,library_strategy,library_source,library_selection,read_count,base_count,center_name,fastq_bytes,cell_line,cell_type,collected_by,collection_date,country,description,environmental_sample,first_public,germline,identified_by,isolation_source,location,serotype,serovar,sex,submitted_sex,sub_species,tissue_type,tax_id,scientific_name,sample_alias,center_name_1,sampling_campaign,sampling_site,sampling_platform,protocol_label,project_name,host,host_tax_id,host_status,host_sex,submitted_host_sex,host_body_site,host_gravidity,investigation_type,experimental_factor,sample_collection,sequencing_method,sample_title,sample_material,taxonomic_identity_marker,completeness_score,contamination_score,binning_software,lat,lon,sample_capture_status,collection_date_submitted,submission_tool
SRX14456386,SRR18319297,SAMN26645553,SAMN26645553,SRS12261844,ILLUMINA,Illumina HiSeq 2500,M41433,PAIRED,,WGS,GENOMIC,RANDOM,1023439.0,513766378.0,SUB11096711,178014035;190555907,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M41433,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M41433,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX3332179,ERR3306130,SAMEA5379788,SAMEA5379788,ERS3186376,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,1233173.0,515596798.0,University of Southampton,192328845;196076094,,,,2011-12-14,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,699,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,699,,,,,,,,,2011-12-14,
SRX4576211,SRR7719256,SAMN09845274,SAMN09845274,SRS3690817,ILLUMINA,Illumina HiSeq 2500,60370 NP Hi2 WGS,PAIRED,,WGS,GENOMIC,RANDOM,2666573.0,517005830.0,SUB4408648,217105471;222771552,,,Menzies School of Health Research,2009-01-01,Australia: Northern Territory,Illumina HiSeq 2500 sequencing; WGS of nontypeable Haemophilus influenzae: Bronchoalveolar lavage (BAL) isolate,False,2019-04-17,False,,nasopharynx,,,,,,,,727,Haemophilus influenzae,60370 NP Hi2,SUB4408648,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|spidermine63@gmail.com on 2019-04-16; Haemophilus influenzae,,,,,,,,,2009,
SRX12367149,SRR16080741,SAMN21850969,SAMN21850969,SRS10338318,ILLUMINA,Illumina MiSeq,SP201753743_WGS,PAIRED,,WGS,GENOMIC,RANDOM,1724906.0,518777144.0,SUB10407804,150056492;152499740,,,"Laboratorio de Referencia e Investigacion en Resistencia a Antibioticos e Infecciones relacionadas con la Asistencia Sanitaria, Centro Nacional de Microbiologia, Instituto de Salud Carlos III, Majadahonda, Madrid, Spain",2017-01-01,Spain,Illumina MiSeq sequencing; WGS of SP201753743,False,2021-10-01,False,,CSF,,,,,,,,727,Haemophilus influenzae,SP201753743,SUB10407804,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2021-09-29; Haemophilus influenzae,,,,,,,,,2017,
SRX6602065,SRR9847397,SAMN12375283,SAMN12375283,SRS5167127,ILLUMINA,Illumina HiSeq 2500,M09091,PAIRED,,WGS,GENOMIC,RANDOM,1033453.0,518793406.0,SUB6080710,177391844;186226022,,,US State Health Department,2002-01-01,USA,Illumina HiSeq 2500 sequencing; H. influenzae (M09091) from convenience sample of CDC isolate collection,False,2019-07-27,False,,blood,,,,,,,,727,Haemophilus influenzae,M09091,SUB6080710,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2019-07-27; Haemophilus influenzae,,,,,,,,,2002,
SRX12367148,SRR16080743,SAMN21850972,SAMN21850972,SRS10338316,ILLUMINA,Illumina MiSeq,SP201906450_WGS,PAIRED,,WGS,GENOMIC,RANDOM,1723911.0,519218613.0,SUB10407804,150605357;153572512,,,"Laboratorio de Referencia e Investigacion en Resistencia a Antibioticos e Infecciones relacionadas con la Asistencia Sanitaria, Centro Nacional de Microbiologia, Instituto de Salud Carlos III, Majadahonda, Madrid, Spain",2019-01-01,Spain,Illumina MiSeq sequencing; WGS of SP201906450,False,2021-10-01,False,,CSF,,,,,,,,727,Haemophilus influenzae,SP201906450,SUB10407804,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2021-09-29; Haemophilus influenzae,,,,,,,,,2019,
ERX660188,ERR716266,SAMEA2674685,SAMEA2674685,ERS515200,ILLUMINA,Illumina HiSeq 2000,11617091,PAIRED,227.0,WGS,GENOMIC,RANDOM,5208828.0,520882800.0,Wellcome Sanger Institute,240565435;243446472,,,,2006-01-01,Netherlands,Illumina HiSeq 2000 paired end sequencing,False,2015-01-08,False,,Blood,,,,,,,,727,Haemophilus influenzae,2000618_II-sc-2020038,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Disease,,,,,,,,,14412_3#89,,,,,,,,,2006/2012,
SRX6601759,SRR9847015,SAMN12375360,SAMN12375360,SRS5166821,ILLUMINA,Illumina HiSeq 2500,M06306,PAIRED,,WGS,GENOMIC,RANDOM,1038050.0,521101100.0,SUB6080710,178785261;193892993,,,US State Health Department,1999-01-01,USA,Illumina HiSeq 2500 sequencing; H. influenzae (M06306) from convenience sample of CDC isolate collection,False,2019-07-27,False,,blood,,,,,,,,727,Haemophilus influenzae,M06306,SUB6080710,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2019-07-27; Haemophilus influenzae,,,,,,,,,1999,
ERX2260777,ERR2206419,SAMEA104408351,SAMEA104408351,ERS2026293,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,1210001.0,521181778.0,University of Southampton,197685376;214555060,,,,2010-02-01,United Kingdom,Illumina MiSeq paired end sequencing,False,2018-01-28,False,,nasopharynx,50.93292 N 1.434724 W,non-typeable,non-typeable,,,,,727,Haemophilus influenzae,4335,University of Southampton,,,,,,homo sapien,9606.0,healthy,,,,,,,,,4335,,,,,,50.93292,-1.434724,,2010-02,
SRX12367137,SRR16080754,SAMN21850729,SAMN21850729,SRS10338305,ILLUMINA,Illumina HiSeq 2500,H4650_WGS,PAIRED,,WGS,GENOMIC,RANDOM,1728026.0,521863852.0,SUB10407804,153123019;154746135,,,"Institute for Hygiene and Microbiology, University of Wurzburg",2019-01-01,Germany,Illumina HiSeq 2500 sequencing; WGS of H4650,False,2021-10-01,False,,CSF,,,,,,,,727,Haemophilus influenzae,H4650,SUB10407804,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2021-09-29; Haemophilus influenzae,,,,,,,,,2019,
ERX3332003,ERR3305953,SAMEA5379612,SAMEA5379612,ERS3186200,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,1199051.0,522656633.0,University of Southampton,183743833;198194754,,,,2012-03-02,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,521,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,521,,,,,,,,,2012-03-02,
ERX4015379,ERR4013990,SAMEA6656931,SAMEA6656931,ERS4416398,ILLUMINA,NextSeq 500,unspecified,PAIRED,300.0,WGS,GENOMIC,RANDOM,1837737.0,523410020.0,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",171577389;174278663,,,DTU,2018-01-01,Denmark,NextSeq 500 paired end sequencing,False,2021-01-05,False,,Bronchoalveolar lavage,56.26392 N 9.501785 E,,,,,,,727,Haemophilus influenzae,1D-628,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",,,,,,Homo sapiens,9606.0,not provided,,,,,,,,,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2020-04-10; Haemophilus influenzae",,,,,,56.26392,9.501785,,2018,
ERX3332065,ERR3306015,SAMEA5379674,SAMEA5379674,ERS3186262,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,1518095.0,524201879.0,University of Southampton,200749805;206681045,,,,2012-03-07,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,NP,,NTHi,NTHi,,,,,727,Haemophilus influenzae,584,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,584,,,,,,,,,2012-03-07,
SRX6601843,SRR9847275,SAMN12375170,SAMN12375170,SRS5166905,ILLUMINA,Illumina HiSeq 2500,M13285,PAIRED,,WGS,GENOMIC,RANDOM,1046847.0,525517194.0,SUB6080710,190560168;202694419,,,US State Health Department,2005-01-01,USA,Illumina HiSeq 2500 sequencing; H. influenzae (M13285) from convenience sample of CDC isolate collection,False,2019-07-27,False,,wound,,,,,,,,727,Haemophilus influenzae,M13285,SUB6080710,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2019-07-27; Haemophilus influenzae,,,,,,,,,2005,
SRX14456343,SRR18318996,SAMN26645606,SAMN26645606,SRS12261801,ILLUMINA,Illumina HiSeq 2500,M41183,PAIRED,,WGS,GENOMIC,RANDOM,1047528.0,525859056.0,SUB11096711,183219464;200890214,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M41183,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M41183,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX4015374,ERR4013985,SAMEA6656926,SAMEA6656926,ERS4416393,ILLUMINA,NextSeq 500,unspecified,PAIRED,300.0,WGS,GENOMIC,RANDOM,1816040.0,526930064.0,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",175019398;179002614,,,DTU,2018-01-01,Denmark,NextSeq 500 paired end sequencing,False,2021-01-05,False,,Sputum,56.26392 N 9.501785 E,,,,,,,727,Haemophilus influenzae,1D-623,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",,,,,,Homo sapiens,9606.0,not provided,,,,,,,,,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2020-04-10; Haemophilus influenzae",,,,,,56.26392,9.501785,,2018,
SRX6601671,SRR9847103,SAMN12375259,SAMN12375259,SRS5166733,ILLUMINA,Illumina HiSeq 2500,M10364,PAIRED,,WGS,GENOMIC,RANDOM,1053209.0,528710918.0,SUB6080710,186065589;199900400,,,US State Health Department,2003-01-01,USA,Illumina HiSeq 2500 sequencing; H. influenzae (M10364) from convenience sample of CDC isolate collection,False,2019-07-27,False,,tracheal aspirate,,,,,,,,727,Haemophilus influenzae,M10364,SUB6080710,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2019-07-27; Haemophilus influenzae,,,,,,,,,2003,
SRX6602253,SRR9847528,SAMN12374932,SAMN12374932,SRS5167315,ILLUMINA,Illumina HiSeq 2500,M24645,PAIRED,,WGS,GENOMIC,RANDOM,1055730.0,529976460.0,SUB6080710,182173966;199827774,,,US State Health Department,2012-01-01,USA,Illumina HiSeq 2500 sequencing; H. influenzae (M24645) from convenience sample of CDC isolate collection,False,2019-07-27,False,,blood,,,,,,,,727,Haemophilus influenzae,M24645,SUB6080710,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2019-07-27; Haemophilus influenzae,,,,,,,,,2012,
SRX1530138,SRR3111863,SAMN04392954,SAMN04392954,SRS1247695,ILLUMINA,Illumina HiSeq 2500,HiT_NalR_P4,PAIRED,,WGS,GENOMIC,RANDOM,2626409.0,530534618.0,,176177291;190710409,,,,2013-01-01,Canada: Vancouver,Illumina HiSeq 2500 sequencing; Transformed recombinant enrichment profiliing rapidly identifies HMW1 as an intracellular invasion locus in Haemophilus influenzae,False,2016-01-23,False,,transformation,,,,,,,,727,Haemophilus influenzae,HiT_NalR_P4,,,,,,,Homo sapiens,9606.0,,,,,,,,,,HiT_NalR_P4,,,,,,,,,2013,
SRX14456556,SRR18319413,SAMN26645540,SAMN26645540,SRS12262014,ILLUMINA,Illumina HiSeq 2500,M41449,PAIRED,,WGS,GENOMIC,RANDOM,1058505.0,531369510.0,SUB11096711,180658890;193476632,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M41449,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M41449,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX660242,ERR716320,SAMEA2674765,SAMEA2674765,ERS515280,ILLUMINA,Illumina HiSeq 2000,11637534,PAIRED,228.0,WGS,GENOMIC,RANDOM,5316142.0,531614200.0,Wellcome Sanger Institute,241440209;243236235,,,,2006-01-01,Netherlands,Illumina HiSeq 2000 paired end sequencing,False,2015-01-08,False,,Blood,,,,,,,,727,Haemophilus influenzae,2110552_II-sc-2020146,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Disease,,,,,,,,,14412_4#48,,,,,,,,,2006/2012,
ERX4015538,ERR4014149,SAMEA6657090,SAMEA6657090,ERS4416557,ILLUMINA,NextSeq 500,unspecified,PAIRED,300.0,WGS,GENOMIC,RANDOM,1820359.0,533145189.0,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",183607984;186190863,,,DTU,2018-01-01,Denmark,NextSeq 500 paired end sequencing,False,2021-01-05,False,,Swab,56.26392 N 9.501785 E,,,,,,,727,Haemophilus influenzae,1D-792,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",,,,,,Homo sapiens,9606.0,not provided,,,,,,,,,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2020-04-10; Haemophilus influenzae",,,,,,56.26392,9.501785,,2018,
SRX6601707,SRR9847067,SAMN12375011,SAMN12375011,SRS5166769,ILLUMINA,Illumina HiSeq 2500,M21526,PAIRED,,WGS,GENOMIC,RANDOM,1064728.0,534493456.0,SUB6080710,186556288;202267751,,,US State Health Department,2010-01-01,USA,Illumina HiSeq 2500 sequencing; H. influenzae (M21526) from convenience sample of CDC isolate collection,False,2019-07-27,False,,blood,,,,,,,,727,Haemophilus influenzae,M21526,SUB6080710,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2019-07-27; Haemophilus influenzae,,,,,,,,,2010,
SRX14456226,SRR18319113,SAMN26645649,SAMN26645649,SRS12261684,ILLUMINA,Illumina HiSeq 2500,M41096,PAIRED,,WGS,GENOMIC,RANDOM,1070213.0,537246926.0,SUB11096711,187782995;213735733,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M41096,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M41096,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
SRX4551902,SRR7692521,SAMN07421900,SAMN07421900,SRS3668997,ILLUMINA,NextSeq 500,P623_ill,PAIRED,,WGS,GENOMIC,RANDOM,1953947.0,539265715.0,SUB4318277,196996664;196474335,,,Dra. Jose Fina Linares,2011-10-13,Spain:Catalunya,NextSeq 500 sequencing; WGS of Haemophilus influenzae: COPD sputum isolate,False,2018-08-16,False,,sputum,41.34487 N 2.104504 E,Non Typable,Non Typable,,,,,727,Haemophilus influenzae,7854,SUB4318277,,,,,,Homo sapiens,9606.0,,male,male,,,,,,,This sample has been submitted by pda|javimoleres on 2018-08-15; Haemophilus influenzae,,,,,,41.34487,2.104504,,13-Oct-2011,
SRX6602229,SRR9847552,SAMN12375161,SAMN12375161,SRS5167291,ILLUMINA,Illumina HiSeq 2500,M13422,PAIRED,,WGS,GENOMIC,RANDOM,1074702.0,539500404.0,SUB6080710,193070132;205845235,,,US State Health Department,2005-01-01,USA,Illumina HiSeq 2500 sequencing; H. influenzae (M13422) from convenience sample of CDC isolate collection,False,2019-07-27,False,,blood,,,,,,,,727,Haemophilus influenzae,M13422,SUB6080710,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2019-07-27; Haemophilus influenzae,,,,,,,,,2005,
ERX4015892,ERR4014503,SAMEA6657445,SAMEA6657445,ERS4416911,ILLUMINA,NextSeq 500,unspecified,PAIRED,300.0,WGS,GENOMIC,RANDOM,1845448.0,540087072.0,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",187131906;189182450,,,DTU,2018-01-01,Denmark,NextSeq 500 paired end sequencing,False,2021-01-05,False,,Swab ear,56.26392 N 9.501785 E,,,,,,,727,Haemophilus influenzae,1D-1153,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",,,,,,Homo sapiens,9606.0,not provided,,,,,,,,,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2020-04-10; Haemophilus influenzae",,,,,,56.26392,9.501785,,2018,
SRX6601928,SRR9847190,SAMN12375202,SAMN12375202,SRS5166990,ILLUMINA,Illumina HiSeq 2500,M12086,PAIRED,,WGS,GENOMIC,RANDOM,1082972.0,543651944.0,SUB6080710,187866786;204073561,,,US State Health Department,2004-01-01,USA,Illumina HiSeq 2500 sequencing; H. influenzae (M12086) from convenience sample of CDC isolate collection,False,2019-07-27,False,,ear,,,,,,,,727,Haemophilus influenzae,M12086,SUB6080710,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2019-07-27; Haemophilus influenzae,,,,,,,,,2004,
SRX12367144,SRR16080753,SAMN21850974,SAMN21850974,SRS10338313,ILLUMINA,Illumina MiSeq,SP201915464_WGS,PAIRED,,WGS,GENOMIC,RANDOM,1809430.0,544120707.0,SUB10407804,156776407;159559497,,,"Laboratorio de Referencia e Investigacion en Resistencia a Antibioticos e Infecciones relacionadas con la Asistencia Sanitaria, Centro Nacional de Microbiologia, Instituto de Salud Carlos III, Majadahonda, Madrid, Spain",2019-01-01,Spain,Illumina MiSeq sequencing; WGS of SP201915464,False,2021-10-01,False,,blood,,,,,,,,727,Haemophilus influenzae,SP201915464,SUB10407804,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2021-09-29; Haemophilus influenzae,,,,,,,,,2019,
ERX3291342,ERR3264698,SAMEA5379453,SAMEA5379453,ERS3186041,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,1881379.0,545911416.0,University of Southampton,206376107;239493738,,,,2011-11-07,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,359,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,359,,,,,,,,,2011-11-07,
ERX3332761,ERR3306715,SAMEA5380367,SAMEA5380367,ERS3186954,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,1250372.0,546101125.0,University of Southampton,181120532;214014197,,,,2012-04-05,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,NP,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1284,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1284,,,,,,,,,2012-04-05,
SRX6602015,SRR9847447,SAMN12374987,SAMN12374987,SRS5167077,ILLUMINA,Illumina HiSeq 2500,M22925,PAIRED,,WGS,GENOMIC,RANDOM,1088306.0,546329612.0,SUB6080710,200434724;211612635,,,US State Health Department,2011-01-01,USA,Illumina HiSeq 2500 sequencing; H. influenzae (M22925) from convenience sample of CDC isolate collection,False,2019-07-27,False,,blood,,,,,,,,727,Haemophilus influenzae,M22925,SUB6080710,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2019-07-27; Haemophilus influenzae,,,,,,,,,2011,
ERX2260859,ERR2206501,SAMEA104408433,SAMEA104408433,ERS2026375,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,1220066.0,547396167.0,University of Southampton,199283152;220854623,,,,2011-11-01,United Kingdom,Illumina MiSeq paired end sequencing,False,2018-01-28,False,,nasopharynx,50.93292 N 1.434724 W,non-typeable,non-typeable,,,,,727,Haemophilus influenzae,6032,University of Southampton,,,,,,homo sapien,9606.0,healthy,,,,,,,,,6032,,,,,,50.93292,-1.434724,,2011-11,
SRX14456497,SRR18319186,SAMN26645530,SAMN26645530,SRS12261955,ILLUMINA,Illumina HiSeq 2500,M41464,PAIRED,,WGS,GENOMIC,RANDOM,1090458.0,547409916.0,SUB11096711,185489328;202346384,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M41464,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M41464,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX3332503,ERR3306457,SAMEA5380108,SAMEA5380108,ERS3186696,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,1429275.0,548715341.0,University of Southampton,179021525;208642805,,,,2011-12-06,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1020,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1020,,,,,,,,,2011-12-06,
SRX6601845,SRR9847273,SAMN12375172,SAMN12375172,SRS5166907,ILLUMINA,Illumina HiSeq 2500,M13276,PAIRED,,WGS,GENOMIC,RANDOM,1093824.0,549099648.0,SUB6080710,193814815;208154964,,,US State Health Department,2005-01-01,USA,Illumina HiSeq 2500 sequencing; H. influenzae (M13276) from convenience sample of CDC isolate collection,False,2019-07-27,False,,blood,,,,,,,,727,Haemophilus influenzae,M13276,SUB6080710,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2019-07-27; Haemophilus influenzae,,,,,,,,,2005,
SRX4551996,SRR7692427,SAMN07421874,SAMN07421874,SRS3669074,ILLUMINA,NextSeq 500,P597_ill,PAIRED,,WGS,GENOMIC,RANDOM,1962314.0,549125690.0,SUB4318277,199336012;197955914,,,Dra. Jose Fina Linares,2013-05-17,Spain:Catalunya,NextSeq 500 sequencing; WGS of Haemophilus influenzae: COPD sputum isolate,False,2018-08-16,False,,sputum,41.34487 N 2.104504 E,Non Typable,Non Typable,,,,,727,Haemophilus influenzae,8879,SUB4318277,,,,,,Homo sapiens,9606.0,,male,male,,,,,,,This sample has been submitted by pda|javimoleres on 2018-08-15; Haemophilus influenzae,,,,,,41.34487,2.104504,,17-May-2013,
SRX6601764,SRR9847010,SAMN12375060,SAMN12375060,SRS5166826,ILLUMINA,Illumina HiSeq 2500,M18383,PAIRED,,WGS,GENOMIC,RANDOM,1097235.0,550811970.0,SUB6080710,194453065;208983699,,,US State Health Department,2008-01-01,USA,Illumina HiSeq 2500 sequencing; H. influenzae (M18383) from convenience sample of CDC isolate collection,False,2019-07-27,False,,CSF,,,,,,,,727,Haemophilus influenzae,M18383,SUB6080710,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2019-07-27; Haemophilus influenzae,,,,,,,,,2008,
