accession_id,METHICILLIN,VANCOMYCIN
SRR8422728,mecA,none
ERR156491,mecA,none
SRR17071264,none,none
SRR13174256,none,none
ERR1904107,none,none
ERR5083352,none,none
ERR3093782,none,none
SRR12649589,mecA,none
ERR1197257,mecA,none
SRR7983594,none,none
SRR2820039,mecA,none
ERR4626627,mecA,none
SRR3730452,none,none
ERR4911770,none,none
SRR5250319,none,none
SRR13967259,none,none
ERR1891841,mecA,none
SRR3418918,mecA,none
ERR1699864,none,none
ERR249326,mecA,none
SRR12078980,none,none
SRR2053967,none,none
SRR3731834,none,none
SRR8278116,mecA,none
ERR4911692,none,none
SRR12079002,none,none
SRR13966797,none,none
ERR4015246,none,none
SRR3728987,none,none
SRR5909274,mecA,none
SRR3418876,mecA,none
SRR12343611,mecA,none
SRR12693232,none,none
SRR5909283,mecA,none
SRR3729248,none,none
SRR6171105,none,none
SRR6053604,mecA,none
SRR5226546,none,none
SRR15461069,mecA,none
ERR5442493,mecA,none
SRR2053849,mecA,none
ERR485187,mecA,none
ERR2276456,mecA,none
ERR4656767,none,none
SRR1178180,mecA,none
ERR2525327,mecA,none
SRR8733580,mecA,none
SRR14193244,none,none
ERR2868365,mecA,none
SRR4003491,none,none
SRR15903580,mecA,none
SRR14700618,none,none
SRR15041110,mecA,none
SRR14301264,mecA,none
SRR15460649,mecA,none
ERR035982,mecA,none
ERR134729,mecA,none
SRR11016283,mecA,none
ERR1197231,mecA,none
ERR1699956,none,none
SRR13995839,none,none
SRR12473004,mecA,none
SRR13966875,none,none
ERR107802,mecA,none
ERR084561,mecA,none
SRR12952226,none,none
SRR17789727,mecA,none
ERR4845720,none,none
SRR15460588,mecA,none
ERR2309560,none,none
SRR8074811,mecA,none
ERR4911686,none,none
SRR12473092,mecA,none
ERR2780052,none,none
ERR2309591,none,none
SRR8809772,mecA,none
ERR2072363,mecA,none
SRR13967763,none,none
SRR11612740,none,none
SRR14673623,mecA,none
ERR1700055,none,none
SRR15460937,mecA,none
SRR15461114,mecA,none
SRR5226424,none,none
ERR3623537,mecA,none
SRR5909255,mecA,none
ERR234946,mecA,none
ERR1040931,mecA,none
SRR11787423,mecA,none
ERR7681416,none,none
ERR1040875,mecA,none
SRR3545491,none,none
ERR086075,mecA,none
SRR14291790,none,none
ERR302727,mecA,none
ERR1143513,none,none
SRR15460939,mecA,none
ERR1904089,none,none
ERR1592194,none,none
ERR1069916,none,none
SRR14651511,none,none
SRR10178994,none,none
SRR11278506,none,none
ERR2072424,mecA,none
SRR5249903,none,none
SRR7983566,mecA,none
SRR15903569,mecA,none
SRR1178179,mecA,none
SRR13450649,none,none
SRR15275009,none,none
SRR13967806,none,none
SRR13194763,mecA,none
SRR14866164,mecA,none
SRR12701067,mecA,none
ERR163593,mecA,none
ERR2533650,mecA,none
ERR2506447,mecA,none
ERR2505619,none,none
SRR11788006,none,none
ERR023529,mecA,none
SRR12473036,mecA,none
SRR15275103,none,none
SRR5249962,none,none
SRR5226367,none,none
SRR15204662,mecA,none
ERR2533642,mecA,none
SRR17118759,mecA,none
ERR171911,mecA,none
SRR7825298,mecA,none
ERR107848,mecA,none
SRR13803659,mecA,none
ERR158704,mecA,none
SRR14673286,mecA,none
SRR6347232,mecA,none
ERR1769101,mecA,none
ERR158734,mecA,none
SRR13967909,none,none
SRR7840159,mecA,none
SRR10393629,mecA,none
SRR1177935,mecA,none
SRR15461033,mecA,none
ERR212203,mecA,none
SRR6475660,mecA,none
SRR2053956,none,none
ERR1195719,mecA,none
SRR6938646,mecA,none
ERR1769159,mecA,none
SRR13450686,none,none
ERR3497914,mecA,none
ERR1040859,mecA,none
ERR1904007,none,none
ERR246596,mecC,none
SRR13803185,mecA,none
SRR12344255,mecA,none
ERR053042,mecA,none
SRR13803380,mecA,none
SRR12649599,none,none
SRR7825289,mecA,none
ERR1724000,none,none
SRR5369547,none,none
SRR3729199,none,none
ERR246638,none,none
SRR3728897,none,none
ERR1212590,mecA,none
SRR13995401,none,none
SRR15275055,none,none
SRR6347096,none,none
ERR2868376,mecA,none
SRR6938641,mecC,none
SRR12233455,mecA,none
SRR11850325,mecA,none
ERR230257,mecA,none
SRR8733576,mecA,none
SRR13968266,none,none
SRR12079183,none,none
SRR4359260,none,none
SRR13825408,mecA,none
SRR3729385,none,none
SRR3730493,none,none
SRR13733389,mecA,none
SRR11567647,none,none
ERR1195929,mecA,none
SRR7538282,mecA,none
SRR13966999,none,none
SRR3731447,none,none
SRR8872644,mecA,none
SRR5909259,mecA,none
SRR10717336,mecA,none
SRR10179259,mecA,none
SRR5887317,none,none
ERR485433,mecA,none
ERR4911729,none,none
SRR13995862,none,none
SRR7983640,mecA,none
SRR3728396,none,none
ERR4014808,none,none
ERR1040831,mecA,none
SRR13967766,none,none
ERR517329,mecA,none
SRR11997595,none,none
ERR2506368,mecA,none
SRR3418881,mecA,none
ERR134869,mecA,none
SRR16542576,mecA,none
SRR3731641,none,none
ERR109540,none,none
ERR381010,mecA,none
SRR11526860,mecA,none
SRR6347323,none,none
SRR7297390,mecA,none
ERR1723958,mecA,none
SRR14193262,none,none
SRR8602032,none,none
SRR15903577,mecA,none
SRR3731864,none,none
SRR2962716,mecA,none
SRR16542572,mecA,none
SRR10393746,mecA,none
SRR3418794,mecA,none
ERR588011,mecA,none
SRR6347244,mecA,none
SRR16542419,mecA,none
SRR5226381,none,none
SRR13967530,none,none
ERR3623751,mecA,none
SRR13966847,none,none
ERR2868325,mecA,none
SRR8733602,mecA,none
SRR13968760,none,none
SRR11997618,none,none
SRR5415219,mecA,none
SRR8074821,mecA,none
ERR3623790,mecA,none
ERR1904204,none,none
ERR234887,mecA,none
SRR12952391,mecA,none
SRR12952160,none,none
SRR12472709,mecA,none
ERR107969,mecA,none
SRR10126886,mecA,none
SRR4140063,mecA,none
SRR15460868,mecA,none
ERR118381,mecA,none
SRR15460564,mecA,none
SRR15041122,mecA,none
ERR2639532,mecA,none
ERR4015060,none,none
SRR7983684,mecA,none
SRR3728763,none,none
SRR3729473,none,none
SRR13995651,none,none
SRR6475670,mecA,none
ERR1904212,none,none
SRR13968575,none,none
ERR4626620,mecA,none
ERR1195806,mecA,none
ERR2639594,none,none
ERR330932,mecA,none
SRR11196775,mecA,none
ERR1041112,mecA,none
SRR13825825,mecA,none
SRR7983602,mecA,none
SRR13450667,none,none
ERR3494938,mecA,none
SRR5887061,none,none
SRR12124547,mecA,none
SRR11996440,mecA,none
SRR13968332,mecA,none
SRR10179038,mecA,none
SRR11996447,mecA,none
ERR2639474,mecA,none
SRR5250540,none,none
SRR1656407,mecA,none
SRR10179127,mecA,none
SRR9734196,mecA,none
SRR3731724,none,none
ERR1143443,mecA,none
SRR12473081,mecA,none
SRR9026204,none,none
SRR13802978,mecA,none
SRR13968505,none,none
ERR129300,mecA,none
SRR6347058,none,none
ERR3938630,none,none
SRR5887059,none,none
SRR11997628,none,none
SRR15460379,mecA,none
SRR8984559,mecA,none
ERR1041132,mecA,none
SRR3728668,none,none
ERR1197502,mecA,none
ERR5055904,none,none
ERR246650,none,none
SRR6168990,none,none
SRR13968525,none,none
SRR5313839,mecA,none
SRR796665,mecA,none
SRR12344254,mecA,none
SRR5250248,mecA,none
SRR15275104,none,none
SRR13968527,none,none
ERR2562460,mecA,none
SRR14673757,mecA,none
SRR10393734,mecA,none
SRR10393681,mecA,none
SRR10842811,mecA,none
SRR10038326,mecA,none
ERR594227,mecA,none
ERR2505659,none,none
SRR15460597,mecA,none
ERR517382,mecA,none
ERR1723883,mecA,none
SRR13968732,none,none
ERR2059752,mecA,none
ERR3498234,mecA,none
SRR3728984,none,none
SRR14017177,none,none
ERR2533624,mecA,none
ERR358091,mecA,none
SRR5249905,none,none
SRR13995490,none,none
ERR107859,mecA,none
ERR358065,mecA,none
SRR11364535,mecA,none
ERR380543,mecA,none
SRR5251359,none,none
SRR12586715,none,none
ERR1591788,none,none
SRR5250316,none,none
ERR1943793,mecA,none
ERR4808362,mecA,none
SRR12079073,none,none
ERR7446548,none,none
ERR1700080,none,none
SRR12472957,mecA,none
ERR086101,mecA,none
SRR7297224,mecA,none
ERR1041129,mecA,none
ERR3991172,mecA,none
SRR14017216,none,none
SRR12952348,mecA,none
SRR11016208,mecA,none
ERR1904069,none,none
SRR13995974,none,none
ERR1891787,mecA,none
ERR4017510,none,none
SRR2822472,mecA,none
ERR111086,mecA,none
SRR15460785,mecA,none
SRR5250233,none,none
ERR1699938,none,none
SRR12586691,mecA,none
ERR5442520,mecA,none
ERR4911760,none,none
SRR4359826,none,none
SRR14017015,none,none
ERR5442487,mecA,none
ERR1592334,none,none
SRR8602093,none,none
SRR13967614,none,none
SRR13803538,mecA,none
ERR1041174,mecA,none
SRR7867581,none,none
SRR10179239,mecA,none
ERR2505673,none,none
ERR485625,mecA,none
SRR12342909,mecA,none
ERR256880,mecA,none
SRR6347150,mecA,none
SRR17789816,none,none
SRR6347105,none,none
SRR9647376,mecA,none
SRR12979402,none,none
ERR3498952,mecA,none
ERR1040814,mecA,none
SRR13967681,none,none
SRR13803064,mecA,none
ERR2506324,mecA,none
ERR1143480,none,none
ERR3012762,mecA,none
SRR647430,mecA,none
SRR5244938,mecA,none
SRR5415388,mecA,none
SRR5249890,none,none
ERR3938576,mecA,none
ERR177216,mecA,none
SRR15460777,mecA,none
SRR14862039,mecA,none
ERR485202,mecA,none
SRR13450660,none,none
SRR7867504,mecA,none
SRR15041134,mecA,none
SRR11526832,mecA,none
SRR5486302,mecA,none
SRR13825523,mecA,none
SRR13827644,mecA,none
SRR3204562,mecA,none
ERR3498905,mecA,none
SRR6053715,mecA,none
SRR3418766,mecA,none
SRR16542164,mecA,none
SRR6332190,none,none
SRR15275045,none,none
SRR5250235,mecA,none
SRR12344222,mecA,none
SRR647425,none,none
SRR5486396,none,none
ERR156460,mecA,none
ERR4845728,none,none
SRR4359223,none,none
ERR134676,mecA,none
ERR158621,mecA,none
ERR086136,mecA,none
SRR12079038,none,none
SRR10179001,mecA,none
SRR13825643,mecA,none
ERR594192,mecA,none
SRR10179107,mecA,none
SRR7407878,none,none
ERR2059662,mecA,none
ERR134766,mecA,none
SRR13745245,none,none
ERR1904224,none,none
SRR3419050,mecA,none
SRR12649564,none,none
ERR4911722,none,none
ERR957881,mecA,none
ERR593124,mecA,none
ERR357944,mecA,none
SRR5202199,mecA,none
SRR6491096,mecA,none
SRR14017175,none,none
SRR12586722,none,none
ERR2232676,mecA,none
ERR159032,mecA,none
SRR13967113,none,none
SRR10179310,mecA,none
SRR13968318,none,none
ERR4911804,none,none
SRR13967537,mecA,none
SRR3731869,mecA,none
ERR4911723,none,none
ERR3792054,none,none
SRR6053589,mecA,none
ERR118355,mecA,none
SRR4195756,mecA,none
ERR5442530,none,none
SRR13967051,none,none
SRR3418694,mecA,none
SRR7839816,mecA,none
SRR3731707,none,none
SRR13995854,none,none
SRR15041179,mecA,none
ERR237621,mecA,none
ERR2639501,mecA,none
SRR5369676,none,none
ERR1070003,none,none
SRR8422714,mecA,none
ERR033081,mecA,none
SRR6346999,mecA,none
SRR8422730,mecA,none
ERR1794914,none,none
ERR4014823,none,none
SRR17651509,mecA,none
ERR2685213,mecA,none
SRR6332114,none,none
SRR8389052,none,none
SRR5909169,mecA,none
ERR246619,none,none
SRR13803575,mecA,none
SRR8389006,none,none
SRR13803622,mecA,none
ERR1040736,mecA,none
SRR7983625,mecA,none
SRR13967299,none,none
ERR3792050,none,none
SRR1177928,mecA,none
SRR1539735,none,none
ERR118344,mecA,none
ERR505350,mecA,none
ERR129306,mecA,none
SRR577026,mecA,none
ERR485181,mecA,none
SRR5486368,none,none
SRR12586777,mecA,none
SRR1539737,none,none
ERR2533504,mecA,none
ERR234945,mecA,none
SRR13966909,none,none
SRR13968521,none,none
SRR1655290,none,none
SRR1177890,mecA,none
SRR14571910,none,none
SRR5201493,mecA,none
SRR3419083,mecA,none
ERR2506471,mecA,none
SRR13825416,mecA,none
SRR13966865,mecA,none
SRR3729021,none,none
SRR13967711,mecA,none
ERR2639493,mecA,none
SRR14923797,none,none
SRR5201491,mecA,none
SRR10717371,mecA,none
SRR1539749,none,none
SRR2046770,mecA,none
SRR15277159,none,none
ERR1723873,mecA,none
SRR13968702,none,none
SRR14673787,mecA,none
SRR13298009,none,none
SRR3473950,none,none
ERR124458,mecA,none
ERR1699982,none,none
ERR156438,mecA,none
SRR11996416,mecA,none
ERR4845693,none,none
ERR3938551,none,none
ERR053020,mecA,none
SRR5249914,none,none
ERR044574,mecA,none
SRR6053626,none,none
ERR1041069,mecA,none
SRR12472500,none,none
ERR4662267,none,none
SRR9176887,mecA,none
SRR1687072,none,none
ERR360218,mecA,none
SRR7839502,mecA,none
SRR13968653,none,none
SRR13194732,mecA,none
SRR3418688,mecA,none
ERR1723831,mecA,none
SRR16542471,mecA,none
SRR5486254,mecA,none
SRR12952470,mecA,none
SRR13967036,none,none
SRR6169029,none,none
ERR829987,none,none
ERR5055928,none,none
SRR15460381,mecA,none
ERR4911774,none,none
DRR123152,mecA,none
SRR13481084,mecA,none
SRR3418458,mecA,none
SRR12472965,none,none
ERR1904039,none,none
ERR2059555,mecA,none
SRR11278518,none,none
SRR5244793,none,none
ERR5052539,none,none
SRR12472547,none,none
ERR353298,mecA,none
SRR14862016,mecA,none
SRR5486326,none,none
SRR6938452,none,none
ERR3012758,none,none
SRR13995499,none,none
SRR3419129,mecA,none
ERR1723925,mecA,none
SRR577029,mecA,none
ERR1227374,mecA,none
SRR13803120,mecA,none
ERR134651,mecA,none
ERR387096,none,none
ERR118472,mecA,none
SRR15308148,none,none
SRR5250626,none,none
SRR5909224,mecA,none
SRR10717490,mecA,none
SRR9026211,none,none
SRR12473043,mecA,none
SRR16094620,mecA,none
SRR10717363,mecA,none
SRR15460716,mecA,none
DRR237263,mecA,none
ERR1070038,none,none
ERR1904193,none,none
ERR230283,mecA,none
ERR2059791,mecA,none
SRR14673661,mecA,none
SRR14923795,none,none
SRR5250792,none,none
SRR5226396,none,none
SRR3731497,mecA,none
ERR118606,mecA,none
ERR2059663,mecA,none
SRR3418988,mecA,none
ERR1699876,none,none
SRR3730648,none,none
SRR9026199,none,none
SRR13995664,none,none
ERR1699960,none,none
ERR3498914,mecA,none
SRR15460718,mecA,none
SRR5202272,mecA,none
SRR5486389,none,none
ERR4014942,none,none
SRR5244846,none,none
ERR358028,mecA,none
SRR13968626,none,none
SRR15460655,mecA,none
ERR172068,none,none
ERR5432279,mecA,none
SRR4359709,mecA,none
SRR5244875,none,none
SRR14017115,none,none
ERR177215,mecA,none
SRR10393736,mecA,none
SRR5251342,none,none
SRR5369725,none,none
SRR13967634,none,none
SRR7983688,mecA,none
ERR256878,mecA,none
SRR13967371,mecA,none
SRR3730759,none,none
SRR5415310,mecA,none
SRR1172334,mecA,none
SRR16104196,none,none
ERR1592288,mecA,none
ERR1723882,mecA,none
SRR13967859,none,none
ERR3938572,none,none
ERR5052522,none,none
ERR3938559,none,none
SRR13967066,none,none
ERR358119,mecA,none
SRR4140040,mecA,none
SRR8648187,none,none
SRR3728507,none,none
SRR3728804,none,none
SRR13968579,none,none
SRR13995667,none,none
ERR493469,mecA,none
SRR14231456,mecA,none
SRR5415186,mecA,none
SRR2053932,none,none
SRR11996400,mecA,none
ERR1591782,none,none
SRR10179187,mecA,none
SRR13967396,none,none
SRR13995697,none,none
SRR12472929,mecA,none
SRR3729193,none,none
ERR7434449,mecA,none
ERR2232691,mecA,none
ERR2525391,mecA,none
SRR15041105,mecA,none
ERR5055747,none,none
SRR647407,mecA,none
SRR16312720,mecA,none
ERR086062,mecA,none
SRR12472874,mecA,none
SRR13968012,none,none
SRR3729168,mecA,none
SRR3728778,none,none
SRR14017228,none,none
ERR110808,mecA,none
ERR7446549,none,none
ERR2506428,mecA,none
SRR14017087,none,none
SRR10905828,mecA,none
SRR5250699,none,none
SRR3418754,mecA,none
ERR353018,mecA,none
SRR6332167,mecA,none
SRR3730494,mecA,none
SRR15460669,mecA,none
SRR10038418,mecA,none
SRR2054046,none,none
ERR3938553,none,none
ERR2533462,mecA,none
SRR11016250,mecA,none
ERR2525333,mecA,none
SRR5249992,none,none
SRR6169008,none,none
ERR2533704,mecA,none
SRR10179161,mecA,none
SRR14017275,none,none
SRR14933420,none,none
SRR13967133,none,none
SRR8872562,mecA,none
SRR10126883,mecA,none
SRR1539759,none,none
SRR14301260,none,none
ERR517379,mecA,none
SRR14017229,none,none
SRR3730870,none,none
SRR3731807,none,none
SRR10393741,mecA,none
SRR12473003,mecA,none
SRR6347073,none,none
ERR107821,mecA,none
ERR2533715,mecA,none
SRR11278584,mecA,none
SRR14016764,none,none
ERR064922,mecA,none
SRR2046784,mecA,none
ERR2232621,mecA,none
SRR18339570,none,none
SRR15460627,mecA,none
SRR12472660,mecA,none
SRR7653507,mecA,none
SRR1178231,mecA,none
SRR17789712,mecA,none
SRR14017131,none,none
SRR5226579,none,none
ERR137379,mecA,none
ERR3012669,mecA,none
SRR7829203,mecA,none
SRR5250259,none,none
DRR187565,mecA,none
SRR8199310,mecA,none
ERR5052507,none,none
SRR5244916,mecA,none
SRR12473066,mecA,none
ERR957869,mecA,none
ERR2059678,mecA,none
ERR7434429,mecA,none
ERR4014786,none,none
SRR5250561,none,none
ERR1715343,mecA,none
ERR2072352,mecA,none
SRR6053642,none,none
SRR2915833,mecA,none
ERR358043,mecA,none
SRR13995431,none,none
SRR12078818,none,none
SRR5486351,none,none
SRR577025,mecA,none
SRR13267194,mecA,none
SRR7983726,none,none
SRR10179219,mecA,none
ERR5194819,none,none
ERR2525358,mecA,none
SRR8074791,mecA,none
SRR5226497,none,none
ERR4626496,none,none
SRR11997620,none,none
SRR15460533,mecA,none
ERR4015144,none,none
SRR13967731,none,none
ERR159024,mecA,none
SRR12952168,mecA,none
ERR330984,mecA,none
ERR163708,mecA,none
SRR12078796,none,none
ERR2059651,none,none
SRR13995505,none,none
SRR7747995,mecA,none
ERR084671,mecA,none
SRR7297155,mecA,none
ERR2137244,mecA,none
SRR17071328,none,none
ERR2072383,mecA,none
ERR593586,mecA,none
SRR2053945,none,none
SRR13967956,none,none
SRR3418843,mecA,none
SRR14291806,mecA,none
ERR158707,mecA,none
ERR1699991,none,none
SRR647349,none,none
SRR2053840,none,none
SRR12078811,none,none
ERR4626470,none,none
SRR17118764,mecA,none
SRR2053998,none,none
SRR10717529,mecA,none
SRR3729104,mecA,none
SRR5249869,none,none
SRR5226355,none,none
SRR12952329,mecA,none
SRR3418715,mecA,none
SRR17118730,mecA,none
ERR4899982,mecA,none
ERR5055973,none,none
SRR13995568,none,none
SRR5054971,mecA,none
SRR12980639,none,none
SRR13967666,none,none
SRR15461072,mecA,none
SRR17789795,none,none
SRR11139435,mecA,none
SRR3729050,none,none
SRR6347279,none,none
SRR3731554,none,none
SRR4359267,none,none
SRR6346889,none,none
SRR12952471,none,none
SRR3418937,mecA,none
ERR355902,mecA,none
ERR1197497,mecA,none
SRR6491107,mecA,none
ERR109625,none,none
SRR1522439,none,none
SRR5887070,none,none
SRR1656408,mecA,none
SRR8389027,none,none
SRR13968026,none,none
SRR14016716,none,none
ERR3623734,mecA,none
ERR7162675,none,none
ERR4626630,mecA,none
ERR036056,mecA,none
SRR7297226,mecA,none
SRR11612753,mecA,none
ERR732818,mecA,none
SRR11364489,mecA,none
SRR15602564,none,none
SRR1539702,none,none
SRR13825849,mecA,none
SRR14016932,none,none
ERR4013716,none,none
ERR1700058,none,none
SRR10393739,mecA,none
SRR3437706,mecA,none
SRR3731726,none,none
SRR15460759,mecA,none
SRR3728651,none,none
SRR6332144,none,none
SRR11787414,mecA,none
SRR5054912,none,none
SRR10038411,mecA,none
ERR2929426,mecA,none
ERR2505694,none,none
SRR5486335,none,none
SRR5251337,none,none
SRR1955921,mecA,none
ERR1753490,none,none
ERR3494359,mecA,none
SRR9700828,none,none
ERR1675789,none,none
SRR12980838,none,none
SRR5160680,mecA,none
SRR3729316,none,none
SRR11139412,mecA,none
SRR12124572,mecA,none
SRR14673738,mecA,none
ERR7681396,none,none
ERR134843,mecA,none
ERR302771,none,none
ERR2533520,mecA,none
ERR111109,mecA,none
SRR15460967,mecA,none
SRR14119040,mecA,none
SRR1539708,none,none
SRR14017125,none,none
SRR7764598,mecA,none
SRR1177915,mecA,none
ERR137364,mecA,none
SRR14017051,none,none
ERR593842,mecA,none
SRR8389009,none,none
SRR6938510,none,none
ERR593173,mecA,none
ERR1891924,none,none
ERR158746,mecA,none
SRR7297163,mecA,none
SRR13967718,none,none
SRR5486260,none,none
ERR134875,mecA,none
ERR957848,mecA,none
SRR3730453,none,none
ERR1904097,none,none
ERR4013663,none,none
ERR7162565,none,none
ERR2072547,mecA,none
ERR5055735,none,none
ERR1904021,none,none
SRR7840017,mecA,none
ERR4911900,none,none
ERR1041053,mecA,none
ERR2072499,none,none
ERR3494357,mecA,none
ERR1700026,none,none
SRR10426523,mecC,none
ERR134351,none,none
SRR7983637,mecA,none
SRR1655410,mecA,none
ERR124525,mecA,none
SRR3730635,mecA,none
SRR13298023,none,none
SRR17952295,mecA,none
SRR15275046,none,none
ERR355908,mecA,none
SRR12586714,none,none
SRR11612756,none,none
SRR16074834,none,none
ERR3012808,mecA,none
ERR2276457,mecA,none
SRR12960680,mecA,none
SRR13733383,mecA,none
SRR15460414,mecA,none
SRR1159253,mecA,none
ERR2533592,mecA,none
ERR302816,mecA,none
SRR14673648,mecA,none
SRR3418899,mecA,none
SRR3729478,none,none
SRR1301172,none,none
SRR13803512,mecA,none
SRR15461106,mecA,none
SRR5250629,none,none
SRR5415438,mecA,none
SRR5250634,none,none
SRR15460416,mecA,none
SRR12472545,none,none
SRR6938565,mecC,none
SRR12472502,none,none
ERR594088,mecA,none
SRR14017195,none,none
SRR6347202,none,none
SRR5249999,none,none
SRR6475677,mecA,none
ERR5055887,none,none
SRR18339435,none,none
SRR13995897,none,none
SRR5250401,mecA,none
ERR1577242,mecC,none
ERR7162523,none,none
SRR12079060,none,none
SRR1655293,none,none
SRR13825595,mecA,none
ERR158628,mecA,none
SRR10179155,mecA,none
SRR5909190,mecA,none
SRR6347147,mecA,none
SRR6347079,none,none
ERR1040900,mecA,none
SRR5714703,none,none
SRR13967055,none,none
SRR6938442,mecA,none
ERR1699844,none,none
ERR1069907,none,none
SRR13194779,mecA,none
SRR11278487,none,none
SRR5226384,none,none
SRR12979466,none,none
ERR118365,mecA,none
SRR10842801,mecA,none
SRR8278128,mecA,none
SRR2054025,mecA,none
SRR5250613,none,none
ERR4899937,mecA,none
ERR1699858,none,none
ERR4626607,mecA,none
ERR1040760,mecA,none
ERR158793,mecA,none
ERR234861,mecA,none
SRR5226535,none,none
DRR123216,mecA,none
SRR7764574,mecA,none
ERR4014904,none,none
SRR12952436,none,none
SRR5714657,none,none
SRR11526858,mecA,none
ERR360236,mecA,none
SRR12473032,mecA,none
SRR5415269,mecA,none
SRR14016952,none,none
